Total Length of Fwd Packets,Bwd Packet Length Max,Bwd Packet Length Std,Flow Bytes/s,Label
3688.0,952.0,324.95937189999995,35703,0
17510.0,348.0,116.0788005,53193,0
384.0,48.0,0.0,771,0
384.0,48.0,0.0,72652,0
384.0,48.0,0.0,589,0
384.0,48.0,0.0,506,0
808.0,62.0,3.0813155460000003,1615,0
162.0,131.0,0.0,31946,0
64.0,48.0,0.0,2605,0
414.0,163.0,0.0,52812,0
414.0,163.0,0.0,56622,0
100.0,100.0,0.0,16070,0
7928.0,420.0,135.8682024,66767,0
78.0,103.0,0.0,12575,0
6.0,6.0,0.0,62937,0
6.0,6.0,0.0,63595,0
6.0,6.0,0.0,41548,0
6.0,6.0,0.0,56514,0
78.0,94.0,0.0,8558,0
496.0,175.0,0.0,51517,0
656.0,1556.0,898.3570189,43517,0
3228.0,1567.0,807.6505844999998,60135,0
2828.0,1434.0,827.920286,236,0
144.0,48.0,0.0,46569,0
384.0,48.0,0.0,77395,0
384.0,48.0,0.0,791,0
384.0,48.0,0.0,67162,0
64.0,88.0,0.0,74759,0
78.0,103.0,0.0,9174,0
78.0,94.0,0.0,12717,0
6.0,6.0,0.0,43164,0
6.0,6.0,0.0,44251,0
64.0,80.0,0.0,4204,0
5803.0,212.0,79.79158458,31011,0
170.0,135.0,0.0,30397,0
302.0,202.0,0.0,24448,0
186.0,165.0,0.0,45853,0
108.0,104.0,0.0,19327,0
2794.0,1302.0,0.0,314,0
2796.0,1359.0,0.0,69982,0
466.0,1424.0,0.0,55476,0
188.0,167.0,0.0,48923,0
286.0,94.0,0.0,8063,0
162.0,131.0,0.0,27462,0
3254.0,1577.0,812.814534,55008,0
68.0,50.0,0.0,66747,0
254.0,127.0,0.0,74461,0
88.0,121.0,0.0,17072,0
206.0,103.0,0.0,62802,0
80.0,106.0,0.0,3451,0
4202.0,2634.0,870.0626519,6046,0
6.0,6.0,0.0,65194,0
336.0,48.0,0.0,408,0
336.0,48.0,0.0,77490,0
288.0,48.0,0.0,72607,0
336.0,48.0,0.0,427,0
96.0,48.0,0.0,26822,0
336.0,48.0,0.0,366,0
336.0,48.0,0.0,77518,0
2210.0,307.0,98.30258742,49738,0
11394.0,923.0,231.7128028,37440,0
13090.0,1139.0,198.3391345,42799,0
1008.0,62.0,2.9104275,78001,0
326.0,163.0,0.0,55183,0
100.0,100.0,0.0,13088,0
64.0,48.0,0.0,1313,0
490.0,207.0,119.5115057,48260,0
662.0,1556.0,898.3570189,52111,0
3152.0,1520.0,783.3800269999998,62742,0
490.0,207.0,119.5115057,20119,0
662.0,1556.0,898.3570189,50672,0
3152.0,1520.0,783.3800269999998,65974,0
4060.0,2634.0,930.4638628,45311,0
3108.0,1496.0,770.9865541,59627,0
2874.0,1442.0,832.5390882,61125,0
5056.0,129.0,65.12142505,66043,0
24.0,6.0,0.0,24021,0
3126.0,1514.0,737.0046197,60769,0
2860.0,1434.0,827.920286,232,0
3874.0,210.0,89.32188981,70576,0
5302.0,2634.0,800.3430995,60828,0
10980.0,1032.0,214.6160495,6976,0
1358.0,268.0,93.06628462,3181,0
5616.0,348.0,135.51771100000002,40266,0
3164.0,952.0,351.7574922,29306,0
1184.0,344.0,156.9276448,77554,0
86.0,104.0,0.0,22871,0
216.0,97.0,0.0,27820,0
162.0,131.0,0.0,25203,0
6.0,6.0,0.0,49831,0
6.0,6.0,0.0,49008,0
6.0,6.0,0.0,59784,0
6.0,6.0,0.0,48226,0
148.0,135.0,0.0,30769,0
142.0,121.0,0.0,29981,0
328.0,163.0,0.0,51520,0
328.0,163.0,0.0,53148,0
6.0,6.0,0.0,3690,0
6.0,6.0,0.0,20150,0
6.0,6.0,0.0,76693,0
6.0,6.0,0.0,8476,0
414.0,163.0,0.0,64224,0
3186.0,1592.0,822.105265,57208,0
192.0,48.0,0.0,54521,0
88.0,94.0,0.0,25526,0
64.0,48.0,0.0,76296,0
512.0,1418.0,0.0,53804,0
64.0,48.0,0.0,78927,0
64.0,79.0,0.0,10015,0
64.0,79.0,0.0,78524,0
88.0,94.0,0.0,18685,0
64.0,48.0,0.0,78652,0
364.0,179.0,0.0,24836,0
102.0,112.0,0.0,25370,0
88.0,94.0,0.0,19742,0
64.0,79.0,0.0,8627,0
88.0,94.0,0.0,20595,0
88.0,94.0,0.0,11205,0
88.0,94.0,0.0,18685,0
102.0,112.0,0.0,4068,0
64.0,48.0,0.0,80263,0
2944.0,337.0,0.0,40519,0
88.0,94.0,0.0,5546,0
64.0,79.0,0.0,8859,0
102.0,112.0,0.0,22195,0
102.0,112.0,0.0,22669,0
336.0,48.0,0.0,423,0
6.0,6.0,0.0,15070,0
486.0,222.0,128.1717598,21309,0
658.0,1556.0,898.3570189,50598,0
3142.0,1519.0,739.4443537999998,62765,0
3206.0,1547.0,797.3226867000002,60714,0
142.0,121.0,0.0,20197,0
216.0,97.0,0.0,22320,0
5812.0,2634.0,647.3378672,58995,0
5814.0,210.0,96.10915512,64622,0
414.0,163.0,0.0,55642,0
6.0,6.0,0.0,41548,0
6.0,6.0,0.0,50614,0
6.0,6.0,0.0,48226,0
6.0,6.0,0.0,53851,0
5814.0,2634.0,781.4038161000002,33150,0
4176.0,210.0,89.21475622,15229,0
96.0,48.0,0.0,27137,0
80.0,106.0,0.0,13111,0
206.0,103.0,0.0,64606,0
86.0,120.0,0.0,17949,0
252.0,126.0,0.0,75137,0
3254.0,1577.0,693.5064487000002,59878,0
2828.0,1434.0,827.920286,236,0
315.0,511.0,361.3315652,76292,0
36898.0,3254.0,465.7485447,78189,0
64.0,195.0,0.0,23829,0
490.0,207.0,119.5115057,19068,0
662.0,1556.0,898.3570189,52290,0
3108.0,1496.0,770.9865541,64166,0
5476.0,210.0,97.7644665,37767,0
5130.0,2634.0,675.0421862000002,39350,0
6.0,6.0,0.0,59784,0
6.0,6.0,0.0,61541,0
6.0,6.0,0.0,80127,0
6.0,6.0,0.0,69188,0
6.0,6.0,0.0,45279,0
5789.0,2920.0,836.4752711,27630,0
82.0,193.0,0.0,38540,0
18.0,6.0,0.0,51903,0
20532.0,6.0,2.777460299,59157,0
200.0,52.0,14.39189587,40598,0
6.0,6.0,0.0,55477,0
247.0,2118.0,1057.003784,69597,0
305.0,241.0,137.44210900000002,54245,0
60.0,132.0,0.0,66250,0
6.0,6.0,0.0,43897,0
6289.0,1460.0,505.7921105,3166,0
98.0,164.0,0.0,25636,0
484.0,207.0,119.5115057,17477,0
656.0,1532.0,884.5006124,49957,0
3160.0,1524.0,785.445606,66119,0
4160.0,2634.0,870.0626519,4257,0
3134.0,1518.0,782.3472375,59158,0
2812.0,1410.0,814.0638796000002,223,0
484.0,207.0,119.5115057,15089,0
484.0,207.0,119.5115057,18678,0
656.0,1532.0,884.5006124,50457,0
656.0,1532.0,884.5006124,44567,0
3180.0,1543.0,795.2571073,56295,0
3206.0,1553.0,800.4210558999998,64901,0
2780.0,1410.0,814.0638796000002,80563,0
484.0,207.0,119.5115057,17084,0
656.0,1532.0,884.5006124,49826,0
3206.0,1553.0,800.4210558999998,63866,0
3158.0,1523.0,784.9292112,62194,0
3180.0,1543.0,751.1550788,59726,0
2780.0,1410.0,814.0638796000002,229,0
4134.0,210.0,89.32188981,36504,0
1382.0,268.0,93.06628462,16423,0
3676.0,952.0,324.95937189999995,41464,0
686.0,268.0,120.6029298,57493,0
3720.0,952.0,324.95937189999995,32651,0
7174.0,348.0,132.3421383,31967,0
34316.0,3254.0,539.8608803,70544,0
1280.0,62.0,3.057883149,35275,0
162.0,131.0,0.0,24371,0
142.0,121.0,0.0,23320,0
64.0,48.0,0.0,3138,0
64.0,48.0,0.0,73155,0
162.0,131.0,0.0,25083,0
64.0,48.0,0.0,6103,0
142.0,121.0,0.0,23039,0
234.0,149.0,58.31237719,61134,0
328.0,163.0,0.0,56368,0
7506.0,260.0,106.6869498,76280,0
6.0,6.0,0.0,40593,0
162.0,131.0,0.0,30734,0
6.0,6.0,0.0,57180,0
6.0,6.0,0.0,45279,0
6.0,6.0,0.0,36416,0
6.0,6.0,0.0,42396,0
6.0,6.0,0.0,41548,0
6.0,6.0,0.0,44566,0
6.0,6.0,0.0,40294,0
6.0,6.0,0.0,60457,0
412.0,163.0,0.0,60908,0
6.0,6.0,0.0,18204,0
6.0,6.0,0.0,39650,0
6.0,6.0,0.0,44566,0
6.0,6.0,0.0,39077,0
216.0,97.0,0.0,28238,0
4178.0,2634.0,870.0626519,20328,0
68.0,50.0,0.0,67511,0
258.0,104.0,0.0,24330,0
5754.0,2634.0,781.4038161000002,67506,0
6.0,6.0,0.0,49831,0
204.0,95.0,0.0,27448,0
328.0,163.0,0.0,51520,0
500.0,163.0,0.0,54105,0
6.0,6.0,0.0,38491,0
414.0,163.0,0.0,51172,0
414.0,163.0,0.0,56439,0
328.0,163.0,0.0,56368,0
6.0,6.0,0.0,50614,0
6.0,6.0,0.0,18929,0
84.0,106.0,0.0,9774,0
6.0,6.0,0.0,30949,0
822.0,1460.0,645.1955776000002,73668,0
6.0,6.0,0.0,23451,0
6.0,6.0,0.0,36030,0
5811.0,3105.0,860.2363462999998,76267,0
662.0,384.0,134.962852,8214,0
21357.0,1460.0,431.4365513,42341,0
384.0,48.0,0.0,77441,0
72.0,97.0,0.0,38675,0
84.0,155.0,0.0,74709,0
102.0,161.0,0.0,61068,0
72.0,68.0,0.0,9796,0
365.0,1460.0,728.5047701000002,66310,0
365.0,1460.0,728.5058682,64536,0
279.0,6.0,0.0,35959,0
279.0,6.0,0.0,77722,0
12447.0,2920.0,704.7202231000001,32633,0
390.0,1460.0,679.9090135,69971,0
384.0,1528.0,808.1124922,59690,0
722.0,1528.0,571.4540399,65410,0
745.0,1506.0,548.3300171,64802,0
513.0,796.0,212.6226085,4694,0
942.0,796.0,271.60056460000004,28933,0
942.0,796.0,271.60056460000004,28937,0
84.0,138.0,0.0,22906,0
72.0,52.0,0.0,10895,0
102.0,99.0,0.0,22761,0
92.0,174.0,0.0,33044,0
90.0,120.0,0.0,66102,0
92.0,131.0,0.0,16510,0
102.0,133.0,0.0,17164,0
140.0,83.0,0.0,42084,0
100.0,98.0,0.0,17151,0
124.0,127.0,0.0,21913,0
176.0,118.0,0.0,49686,0
100.0,132.0,0.0,17351,0
68.0,66.0,0.0,11968,0
68.0,95.0,0.0,41381,0
72.0,104.0,0.0,42004,0
200.0,217.0,0.0,80704,0
1614.0,2981.0,628.7748017000001,51818,0
1632.0,1460.0,555.2722673999998,4973,0
84.0,106.0,0.0,17648,0
88.0,204.0,0.0,41624,0
1969.0,1460.0,654.6606536,32790,0
304.0,241.0,137.44210900000002,54212,0
76.0,114.0,0.0,23577,0
82.0,193.0,0.0,25093,0
148.0,101.0,0.0,43198,0
1707.0,1460.0,649.4258269999998,33878,0
750.0,1460.0,683.6379053999998,31013,0
1354.0,1430.0,409.2062217,76040,0
617.0,1460.0,617.0020693,62049,0
511.0,746.0,199.2599495,751,0
24705.0,1430.0,443.23648889999987,34168,0
105.0,132.0,13.43502884,38152,0
100.0,121.0,0.0,15064,0
252.0,126.0,0.0,75607,0
66.0,289.0,0.0,35866,0
76.0,66.0,0.0,48507,0
148.0,77.0,0.0,38668,0
206.0,103.0,0.0,65151,0
80.0,106.0,0.0,17385,0
104.0,68.0,0.0,18929,0
66.0,61.0,0.0,43652,0
104.0,112.0,0.0,66298,0
82.0,316.0,0.0,65103,0
86.0,120.0,0.0,20257,0
106.0,211.0,0.0,63447,0
128.0,102.0,0.0,41083,0
76.0,54.0,0.0,11661,0
17191.0,2117.0,776.6975711,73922,0
650.0,2047.0,812.3675277000001,67233,0
1959.0,1430.0,513.7594081,10116,0
105.0,222.0,103.2375901,46446,0
86.0,120.0,0.0,24425,0
98.0,65.0,0.0,18020,0
196.0,77.0,0.0,52080,0
104.0,219.0,0.0,37474,0
206.0,103.0,0.0,69506,0
252.0,126.0,0.0,78529,0
94.0,98.0,0.0,40355,0
80.0,106.0,0.0,19353,0
94.0,185.0,0.0,27512,0
21207.0,4380.0,702.6930113,1771,0
486.0,222.0,128.1717598,20097,0
658.0,1532.0,884.5006124,52284,0
3094.0,1495.0,770.4701595,63937,0
5772.0,210.0,97.7644665,74453,0
5782.0,2634.0,672.3447232999998,4355,0
414.0,163.0,0.0,60759,0
414.0,163.0,0.0,60759,0
6.0,6.0,0.0,75330,0
6.0,6.0,0.0,62937,0
6.0,6.0,0.0,62217,0
6.0,6.0,0.0,76909,0
6.0,6.0,0.0,56292,0
6.0,6.0,0.0,4357,0
6.0,6.0,0.0,61541,0
6.0,6.0,0.0,47272,0
6.0,6.0,0.0,25405,0
6.0,6.0,0.0,75330,0
980.0,1615.0,589.1466608,68419,0
513.0,796.0,212.6226085,4678,0
80.0,136.0,0.0,24384,0
90.0,177.0,0.0,79486,0
80.0,125.0,0.0,14497,0
1787.0,1460.0,654.6606536,34422,0
2823.0,1460.0,638.9802956,49864,0
7153.0,1541.0,713.7115625,48295,0
92.0,222.0,0.0,20420,0
6.0,6.0,0.0,59506,0
1795.0,3226.0,808.1088137,57795,0
6.0,6.0,0.0,885,0
6.0,6.0,0.0,48936,0
6.0,6.0,0.0,62361,0
6.0,6.0,0.0,34440,0
6.0,6.0,0.0,36819,0
3186.0,1592.0,822.105265,32621,0
64.0,79.0,0.0,8476,0
64.0,48.0,0.0,6596,0
88.0,94.0,0.0,23419,0
64.0,48.0,0.0,3767,0
102.0,112.0,0.0,29903,0
88.0,94.0,0.0,22370,0
88.0,94.0,0.0,17945,0
88.0,94.0,0.0,12581,0
88.0,94.0,0.0,23027,0
102.0,112.0,0.0,29594,0
88.0,94.0,0.0,18483,0
2944.0,337.0,0.0,44299,0
64.0,79.0,0.0,7301,0
64.0,79.0,0.0,73981,0
88.0,94.0,0.0,20269,0
102.0,112.0,0.0,24586,0
364.0,179.0,0.0,24978,0
64.0,48.0,0.0,80263,0
512.0,1418.0,0.0,55097,0
102.0,112.0,0.0,27756,0
64.0,48.0,0.0,6103,0
64.0,79.0,0.0,10015,0
6.0,6.0,0.0,62361,0
6.0,6.0,0.0,54786,0
6.0,6.0,0.0,15637,0
6.0,6.0,0.0,25405,0
458.0,178.0,102.7683479,7585,0
630.0,1471.0,849.2822460000001,50731,0
2748.0,1390.0,802.5168742000002,58873,0
5139.0,4380.0,907.7909549,45057,0
92.0,206.0,0.0,6322,0
6.0,6.0,0.0,45279,0
216.0,97.0,0.0,24903,0
204.0,95.0,0.0,27451,0
18.0,6.0,0.0,35090,0
484.0,207.0,119.5115057,18393,0
656.0,1532.0,884.5006124,49826,0
3160.0,1524.0,785.445606,67591,0
1382.0,172.0,70.7747601,53066,0
12256.0,348.0,120.9262824,42074,0
192.0,48.0,0.0,54554,0
7506.0,260.0,106.6869498,65206,0
6.0,6.0,0.0,66887,0
6.0,6.0,0.0,48226,0
6.0,6.0,0.0,57180,0
3112.0,1500.0,773.0521328,59775,0
2814.0,1418.0,818.6826817000001,57317,0
4948.0,129.0,65.12142505,64956,0
3134.0,1518.0,738.956407,58431,0
2812.0,1410.0,814.0638796000002,76135,0
5550.0,2634.0,781.4038161000002,38607,0
68.0,140.0,0.0,27782,0
10216.0,1032.0,235.9578197,64551,0
6.0,6.0,0.0,55830,0
6.0,6.0,0.0,218,0
6.0,6.0,0.0,47272,0
6.0,6.0,0.0,44251,0
4116.0,210.0,89.21475622,81357,0
103.0,179.0,87.54570235,43919,0
70.0,111.0,0.0,38896,0
3084.0,1486.0,765.8226078,60926,0
4094.0,210.0,89.21475622,16198,0
4844.0,1268.0,498.0389989,20932,0
6.0,6.0,0.0,49285,0
6.0,6.0,0.0,41322,0
6.0,6.0,0.0,40688,0
3138.0,1566.0,808.6789227,57598,0
102.0,112.0,0.0,15869,0
64.0,79.0,0.0,13470,0
88.0,94.0,0.0,10671,0
360.0,179.0,0.0,14131,0
64.0,79.0,0.0,13251,0
64.0,79.0,0.0,68876,0
102.0,112.0,0.0,21741,0
64.0,48.0,0.0,70007,0
88.0,94.0,0.0,19915,0
64.0,48.0,0.0,72776,0
64.0,79.0,0.0,77721,0
64.0,48.0,0.0,70979,0
102.0,112.0,0.0,16828,0
508.0,1398.0,0.0,52713,0
88.0,94.0,0.0,11008,0
88.0,94.0,0.0,11941,0
88.0,94.0,0.0,12581,0
64.0,48.0,0.0,70827,0
6.0,6.0,0.0,29438,0
88.0,94.0,0.0,12987,0
5769.0,3121.0,837.2704972999999,40192,0
248.0,1809.0,902.5044321,44129,0
70.0,137.0,0.0,53825,0
64.0,195.0,0.0,23665,0
6.0,6.0,0.0,49917,0
920.0,328.0,147.8593927,44174,0
686.0,172.0,77.75517132,33391,0
6.0,6.0,0.0,33728,0
388.0,1521.0,806.1268511,59223,0
5522.0,1521.0,534.2082207,15357,0
5284.0,1521.0,534.2082207,14342,0
156.0,156.0,0.0,25477,0
192.0,306.0,0.0,20281,0
96.0,306.0,0.0,38551,0
156.0,206.0,0.0,37458,0
172.0,163.0,94.10809388,1499,0
3226.0,1616.0,834.4988117,59553,0
3226.0,1616.0,834.4988117,60159,0
10640.0,3069.0,657.9276298,20204,0
10640.0,3069.0,619.6552335,28234,0
64.0,48.0,0.0,78384,0
64.0,79.0,0.0,9236,0
356.0,179.0,0.0,20264,0
86.0,71.0,0.0,12018,0
64.0,48.0,0.0,74913,0
88.0,94.0,0.0,17823,0
102.0,112.0,0.0,23100,0
64.0,79.0,0.0,5366,0
88.0,94.0,0.0,19373,0
64.0,48.0,0.0,4227,0
64.0,79.0,0.0,75106,0
64.0,48.0,0.0,73155,0
88.0,94.0,0.0,20269,0
88.0,94.0,0.0,13142,0
64.0,79.0,0.0,9022,0
138.0,119.0,0.0,28012,0
88.0,94.0,0.0,17945,0
88.0,94.0,0.0,18483,0
102.0,112.0,0.0,25370,0
88.0,94.0,0.0,14568,0
80.0,90.0,0.0,10054,0
88.0,94.0,0.0,18995,0
64.0,48.0,0.0,80938,0
356.0,179.0,0.0,23633,0
64.0,48.0,0.0,2088,0
64.0,79.0,0.0,5701,0
2944.0,315.0,0.0,45081,0
64.0,48.0,0.0,72960,0
86.0,71.0,0.0,15656,0
64.0,79.0,0.0,9236,0
64.0,48.0,0.0,73806,0
64.0,79.0,0.0,12141,0
64.0,48.0,0.0,5388,0
88.0,94.0,0.0,20269,0
2944.0,315.0,0.0,44474,0
102.0,112.0,0.0,23837,0
64.0,48.0,0.0,76127,0
88.0,94.0,0.0,14760,0
64.0,48.0,0.0,78384,0
64.0,79.0,0.0,11097,0
504.0,1442.0,0.0,52205,0
88.0,94.0,0.0,77044,0
102.0,112.0,0.0,27605,0
76.0,88.0,0.0,16117,0
64.0,79.0,0.0,12764,0
88.0,94.0,0.0,20080,0
102.0,112.0,0.0,22957,0
86.0,71.0,0.0,13323,0
64.0,79.0,0.0,11239,0
64.0,79.0,0.0,7741,0
88.0,94.0,0.0,14421,0
102.0,112.0,0.0,1796,0
64.0,48.0,0.0,3767,0
102.0,112.0,0.0,2177,0
64.0,48.0,0.0,2088,0
504.0,1442.0,0.0,53217,0
102.0,112.0,0.0,25213,0
64.0,79.0,0.0,13644,0
88.0,94.0,0.0,15986,0
86.0,71.0,0.0,14549,0
37.0,6.0,0.0,27662,0
34864.0,1460.0,566.0927114,44356,0
144.0,112.0,0.0,27664,0
963.0,1460.0,609.6762021000002,21395,0
88.0,146.0,0.0,30400,0
3138.0,1566.0,808.6789227,57718,0
64.0,48.0,0.0,71458,0
64.0,79.0,0.0,12764,0
102.0,112.0,0.0,21246,0
88.0,94.0,0.0,12777,0
88.0,94.0,0.0,13890,0
508.0,1398.0,0.0,54056,0
64.0,48.0,0.0,75659,0
64.0,48.0,0.0,70439,0
64.0,79.0,0.0,12764,0
102.0,112.0,0.0,21885,0
64.0,79.0,0.0,80157,0
88.0,94.0,0.0,13535,0
88.0,94.0,0.0,10866,0
102.0,112.0,0.0,18114,0
360.0,179.0,0.0,21377,0
88.0,94.0,0.0,12987,0
88.0,94.0,0.0,19742,0
64.0,48.0,0.0,70288,0
64.0,79.0,0.0,13905,0
1550.0,580.0,293.2939367,40338,0
