Total Length of Fwd Packets,Bwd Packet Length Max,Bwd Packet Length Std,Flow Bytes/s,Label
1675.0,3076.0,1133.3891230000004,15702,3
88.0,121.0,0.0,17072,0
6.0,6.0,0.0,41548,0
3688.0,952.0,324.95937189999995,35703,0
43906.0,1068.0,362.6086692,41637,1
64.0,48.0,0.0,70007,0
599.0,2701.0,1219.5557390000001,79526,2
383.0,370.0,185.0,76311,1
383.0,370.0,185.0,70681,1
64.0,88.0,0.0,81136,0
78.0,94.0,0.0,5441,0
43951.0,1068.0,362.6229703,42880,1
102.0,112.0,0.0,38574,0
6.0,6.0,0.0,62937,0
64.0,48.0,0.0,70979,0
64.0,79.0,0.0,10015,0
148.0,135.0,0.0,30769,0
602.0,364.0,182.0,4963,1
43951.0,1068.0,362.7095165,42766,1
80.0,90.0,0.0,21424,0
48985.0,1869.0,309.62017119999996,42205,3
383.0,370.0,185.0,76329,1
6.0,6.0,0.0,15070,0
383.0,370.0,185.0,76340,1
88.0,94.0,0.0,15469,0
3152.0,1520.0,783.3800269999997,62742,0
88.0,94.0,0.0,11205,0
48985.0,1869.0,309.5699526,42212,3
64.0,48.0,0.0,70827,0
480.0,48.0,0.0,72608,0
286.0,94.0,0.0,8063,0
736.0,4344.0,1639.91543,28715,1
6.0,6.0,0.0,50614,0
43951.0,1068.0,362.80603460000003,42471,1
2972.0,7926.0,2257.835991,48355,3
4801.0,7926.0,1882.1165210000001,56587,1
102.0,112.0,0.0,21095,0
432.0,48.0,0.0,367,0
43906.0,1068.0,362.65605330000005,42036,1
43951.0,1069.0,362.6891841,41710,1
384.0,48.0,0.0,791,0
43906.0,1068.0,362.60848169999997,40736,1
88.0,94.0,0.0,12987,0
315.0,511.0,361.3315652,76292,0
10980.0,1032.0,214.6160495,6976,0
383.0,370.0,185.0,70728,1
43906.0,1068.0,362.4443399,41972,1
206.0,103.0,0.0,64606,0
383.0,370.0,185.0,70721,1
68.0,95.0,0.0,8476,0
100.0,100.0,0.0,13088,0
43951.0,1068.0,362.7405329,42502,1
64.0,48.0,0.0,2320,0
2860.0,1434.0,827.920286,232,0
414.0,163.0,0.0,55642,0
78.0,151.0,0.0,14962,0
43906.0,1067.0,362.46534280000003,40891,1
43951.0,1068.0,362.7380972,42896,1
352.0,179.0,0.0,21292,0
969.0,1066.0,463.646417,51392,1
64.0,79.0,0.0,12534,0
326.0,163.0,0.0,55183,0
78.0,103.0,0.0,43691,0
600.0,4149.0,2074.5,79002,2
1008.0,62.0,2.9104275,78001,0
602.0,364.0,182.0,4291,1
102.0,112.0,0.0,3822,0
88.0,94.0,0.0,12777,0
383.0,370.0,185.0,70648,1
88.0,94.0,0.0,19554,0
383.0,370.0,185.0,70669,1
80.0,90.0,0.0,15660,0
2944.0,337.0,0.0,40519,0
102.0,112.0,0.0,21432,0
64.0,79.0,0.0,9675,0
662.0,1556.0,898.3570189,50672,0
144.0,48.0,0.0,46569,0
5302.0,2634.0,800.3430995,60828,0
43951.0,1068.0,362.6248712,41589,1
48.0,24.0,0.0,57075,0
64.0,79.0,0.0,13470,0
6.0,6.0,0.0,49008,0
328.0,163.0,0.0,53148,0
352.0,179.0,0.0,22374,0
102.0,112.0,0.0,25370,0
383.0,370.0,185.0,70717,1
3108.0,1496.0,770.9865541,59627,0
3110.0,1554.0,802.4821493,60415,0
192.0,48.0,0.0,54521,0
16995.0,7240.0,1081.1079300000001,34144,1
78.0,103.0,0.0,43986,0
9714.0,3069.0,682.4404381,24026,0
48985.0,1870.0,309.6443392,42266,3
6.0,6.0,0.0,65194,0
68.0,66.0,0.0,80569,0
348.0,179.0,0.0,13949,0
43906.0,1068.0,362.523437,42053,1
43951.0,1069.0,362.6637813,42827,1
602.0,364.0,182.0,10732,1
48783.0,1869.0,359.3450391,41435,3
43906.0,1068.0,362.59097579999997,41969,1
2330.0,1460.0,653.5941656,3963,0
484.0,207.0,119.5115057,20951,0
64.0,48.0,0.0,79554,0
11394.0,923.0,231.7128028,37440,0
348.0,179.0,0.0,24823,0
2944.0,289.0,0.0,43687,0
486.0,222.0,128.1717598,21309,0
64.0,48.0,0.0,1313,0
64.0,79.0,0.0,11239,0
602.0,364.0,182.0,4282,1
80.0,90.0,0.0,9767,0
43951.0,1067.0,362.6694653,41656,1
302.0,202.0,0.0,24448,0
496.0,1410.0,0.0,45534,0
78.0,94.0,0.0,58259,0
602.0,364.0,182.0,10739,1
5803.0,212.0,79.79158458,31011,0
43906.0,1068.0,362.5904938,42018,1
602.0,364.0,182.0,10468,1
88.0,94.0,0.0,18126,0
3142.0,1519.0,739.4443537999997,62765,0
5616.0,348.0,135.51771100000002,40266,0
88.0,94.0,0.0,19742,0
48783.0,1870.0,335.9927347,42076,3
3164.0,952.0,351.7574922,29306,0
80.0,90.0,0.0,11700,0
602.0,364.0,182.0,10722,1
102.0,112.0,0.0,19347,0
4202.0,2634.0,870.0626519,6046,0
3254.0,1577.0,693.5064487000003,59878,0
88.0,94.0,0.0,13142,0
88.0,94.0,0.0,20595,0
11364.0,1139.0,208.26129419999998,29192,0
48985.0,1870.0,309.6128794,42339,3
88.0,94.0,0.0,13535,0
7928.0,420.0,135.8682024,66767,0
15266.0,3069.0,477.7866937,41134,0
432.0,48.0,0.0,4944,0
88.0,94.0,0.0,20595,0
78.0,103.0,0.0,7455,0
64.0,79.0,0.0,80337,0
64.0,48.0,0.0,65324,0
288.0,48.0,0.0,72607,0
384.0,48.0,0.0,72652,0
142.0,121.0,0.0,29981,0
46.0,98.0,0.0,10355,0
383.0,370.0,185.0,70731,1
602.0,364.0,182.0,4300,1
102.0,112.0,0.0,3909,0
102.0,112.0,0.0,18424,0
383.0,370.0,185.0,70627,1
142.0,121.0,0.0,23813,0
88.0,94.0,0.0,5546,0
43951.0,1069.0,362.71972200000016,41730,1
78.0,103.0,0.0,5845,0
142.0,121.0,0.0,29219,0
43906.0,1068.0,362.48438819999996,41677,1
64.0,48.0,0.0,79365,0
43906.0,1068.0,362.6517873,40704,1
414.0,163.0,0.0,64224,0
88.0,94.0,0.0,28214,0
43906.0,1068.0,362.5719685,40842,1
142.0,121.0,0.0,31160,0
88.0,94.0,0.0,14421,0
43951.0,1069.0,362.69170039999995,42844,1
43951.0,1068.0,362.6618806,41728,1
43906.0,1068.0,362.5692639,40881,1
64.0,79.0,0.0,13470,0
602.0,364.0,182.0,4305,1
602.0,364.0,182.0,10744,1
808.0,62.0,3.0813155460000003,1615,0
383.0,370.0,185.0,70729,1
500.0,1430.0,0.0,52565,0
252.0,126.0,0.0,75137,0
88.0,94.0,0.0,20595,0
43951.0,1068.0,362.75762139999995,41692,1
102.0,161.0,0.0,18276,0
43523.0,5792.0,671.9407955,46027,1
602.0,364.0,182.0,4277,1
96.0,48.0,0.0,27137,0
43906.0,1068.0,362.55100419999997,40849,1
88.0,94.0,0.0,8009,0
536.0,1840.0,920.0,52625,2
88.0,94.0,0.0,14954,0
383.0,370.0,185.0,70733,1
43951.0,1068.0,362.6732399,42828,1
662.0,1556.0,898.3570189,52111,0
384.0,48.0,0.0,771,0
2794.0,1302.0,0.0,314,0
336.0,48.0,0.0,423,0
43951.0,1068.0,371.46544950000003,41650,1
64.0,48.0,0.0,72342,0
144.0,48.0,0.0,16634,0
3450.0,3069.0,1009.026507,43705,0
68.0,95.0,0.0,4418,0
17510.0,348.0,116.07880049999999,53193,0
3254.0,1577.0,812.814534,55008,0
6.0,6.0,0.0,43164,0
64.0,80.0,0.0,79446,0
384.0,48.0,0.0,77395,0
384.0,48.0,0.0,4774,0
383.0,370.0,185.0,70742,1
6.0,6.0,0.0,53851,0
2874.0,1442.0,832.5390882,61125,0
3206.0,1547.0,797.3226867000003,60714,0
383.0,370.0,185.0,70740,1
9668.0,923.0,231.0809507,21523,0
2796.0,1359.0,0.0,69982,0
64.0,48.0,0.0,70827,0
216.0,97.0,0.0,22320,0
602.0,364.0,182.0,10465,1
64.0,48.0,0.0,79836,0
43951.0,1068.0,362.6216316,41713,1
341.0,506.0,253.0,13439,1
43951.0,1068.0,362.761395,42944,1
36898.0,3254.0,465.74854469999997,78189,0
108.0,104.0,0.0,19327,0
88.0,94.0,0.0,21248,0
2145.0,5330.0,1966.095532,70578,1
102.0,112.0,0.0,22669,0
64.0,48.0,0.0,78652,0
43906.0,1068.0,362.64222,42088,1
43906.0,1069.0,362.6179703,41423,1
6.0,6.0,0.0,63595,0
860.0,1808.0,783.6439242,53434,3
46.0,98.0,0.0,14756,0
43906.0,1068.0,362.6010276,42035,1
6.0,6.0,0.0,41548,0
6.0,6.0,0.0,3690,0
2828.0,1434.0,827.920286,236,0
64.0,48.0,0.0,71333,0
4060.0,2634.0,930.4638627999999,45311,0
102.0,112.0,0.0,25370,0
64.0,79.0,0.0,8627,0
88.0,94.0,0.0,13890,0
64.0,79.0,0.0,79346,0
48985.0,1870.0,309.6531028,41964,3
64.0,79.0,0.0,13644,0
88.0,94.0,0.0,25526,0
328.0,163.0,0.0,51520,0
602.0,364.0,182.0,10471,1
48783.0,1869.0,336.0137338,42337,3
88.0,94.0,0.0,8916,0
88.0,94.0,0.0,18995,0
102.0,112.0,0.0,4068,0
64.0,79.0,0.0,78524,0
43951.0,1068.0,362.7189993,42393,1
383.0,370.0,185.0,70716,1
3254.0,1577.0,812.814534,65827,0
3150.0,1576.0,813.8429005,60098,0
3186.0,1592.0,822.105265,57208,0
383.0,370.0,185.0,70724,1
336.0,48.0,0.0,77490,0
192.0,48.0,0.0,54460,0
68.0,66.0,0.0,71789,0
13090.0,1139.0,198.3391345,42799,0
1358.0,268.0,93.06628462,3181,0
88.0,94.0,0.0,14568,0
64.0,48.0,0.0,72342,0
384.0,48.0,0.0,4636,0
43906.0,1068.0,362.5706296,41936,1
490.0,207.0,119.5115057,48260,0
116.0,29.0,0.0,65017,0
88.0,94.0,0.0,20080,0
43906.0,1068.0,362.433476,40701,1
599.0,2021.0,1010.5,56343,2
88.0,94.0,0.0,12987,0
64.0,79.0,0.0,4052,0
64.0,79.0,0.0,12314,0
414.0,163.0,0.0,52812,0
6.0,6.0,0.0,48226,0
602.0,364.0,182.0,4327,1
2615.0,7240.0,1985.1416010000007,34198,3
3150.0,1576.0,769.0092575,56328,0
43906.0,1068.0,362.5822623,41169,1
188.0,167.0,0.0,48923,0
43906.0,1068.0,362.55068289999997,40880,1
383.0,370.0,185.0,70718,1
1022.0,1047.0,439.6592837,63962,1
64.0,195.0,0.0,23829,0
68.0,50.0,0.0,66747,0
64.0,48.0,0.0,78202,0
602.0,364.0,182.0,4310,1
88.0,94.0,0.0,19915,0
100.0,100.0,0.0,16070,0
88.0,94.0,0.0,13890,0
138.0,119.0,0.0,28976,0
78.0,94.0,0.0,12717,0
78.0,94.0,0.0,78922,0
43906.0,1068.0,362.55199510000006,41086,1
383.0,370.0,185.0,70673,1
64.0,48.0,0.0,69680,0
2828.0,1434.0,827.920286,236,0
48.0,24.0,0.0,57359,0
86.0,120.0,0.0,17949,0
43951.0,1069.0,362.67350760000005,41708,1
6.0,6.0,0.0,48226,0
78.0,103.0,0.0,9311,0
602.0,364.0,182.0,4293,1
384.0,48.0,0.0,532,0
43906.0,1068.0,362.56918360000003,40851,1
43951.0,1068.0,362.5875862,41642,1
80.0,106.0,0.0,3451,0
64.0,79.0,0.0,9675,0
602.0,364.0,182.0,4261,1
64.0,79.0,0.0,77079,0
383.0,370.0,185.0,76335,1
480.0,48.0,0.0,72575,0
500.0,1430.0,0.0,32094,0
102.0,112.0,0.0,19194,0
3874.0,210.0,89.32188981,70576,0
88.0,94.0,0.0,20269,0
383.0,370.0,185.0,75863,1
88.0,94.0,0.0,13142,0
162.0,131.0,0.0,31946,0
336.0,48.0,0.0,427,0
64.0,48.0,0.0,70007,0
358.0,1707.0,853.5,42465,3
43906.0,1068.0,362.5442972,42020,1
88.0,94.0,0.0,21455,0
3186.0,1592.0,822.105265,58289,0
496.0,175.0,0.0,51517,0
602.0,364.0,182.0,4326,1
96.0,48.0,0.0,26588,0
43906.0,1067.0,362.4917407,41697,1
64.0,79.0,0.0,13251,0
602.0,364.0,182.0,10738,1
602.0,364.0,182.0,4314,1
496.0,1410.0,0.0,51992,0
973.0,1066.0,502.5359025,52831,1
102.0,112.0,0.0,22195,0
6.0,6.0,0.0,44251,0
336.0,48.0,0.0,77358,0
165.0,163.0,94.10809388,12830,0
102.0,112.0,0.0,17949,0
64.0,48.0,0.0,70827,0
78.0,151.0,0.0,45257,0
43951.0,1069.0,362.6931459,42914,1
102.0,112.0,0.0,23837,0
47903.0,4344.0,555.8846844,45288,3
383.0,370.0,185.0,70709,1
602.0,364.0,182.0,4313,1
38680.0,1068.0,359.6359756,41498,1
102.0,112.0,0.0,4542,0
88.0,94.0,0.0,10671,0
17896.0,3069.0,470.0420357,45094,0
43951.0,1068.0,362.7377761,42432,1
142.0,121.0,0.0,20197,0
656.0,1556.0,898.3570189,50765,0
48783.0,1869.0,415.6562832,41394,3
602.0,364.0,182.0,4331,1
64.0,79.0,0.0,79845,0
24.0,6.0,0.0,24021,0
3110.0,1554.0,802.4821493,58526,0
43906.0,1068.0,362.6244228,42085,1
64.0,48.0,0.0,70439,0
88.0,94.0,0.0,13742,0
1316.0,1075.0,457.19477980000005,66717,3
54.0,27.0,0.0,63291,0
144.0,48.0,0.0,67822,0
64.0,79.0,0.0,13905,0
78.0,94.0,0.0,5108,0
68.0,66.0,0.0,5749,0
78.0,94.0,0.0,1737,0
78.0,103.0,0.0,12575,0
64.0,79.0,0.0,12314,0
80.0,90.0,0.0,15660,0
102.0,112.0,0.0,27756,0
602.0,364.0,182.0,4949,1
80.0,90.0,0.0,19397,0
602.0,364.0,182.0,4328,1
383.0,370.0,185.0,70651,1
383.0,370.0,185.0,75967,1
384.0,48.0,0.0,506,0
383.0,370.0,185.0,70675,1
2944.0,337.0,0.0,44315,0
162.0,131.0,0.0,27462,0
383.0,370.0,185.0,70708,1
64.0,48.0,0.0,80263,0
658.0,1556.0,898.3570189,50598,0
484.0,207.0,119.5115057,21111,0
96.0,48.0,0.0,26822,0
48783.0,1869.0,359.3167245,42028,3
102.0,112.0,0.0,23265,0
602.0,364.0,182.0,4271,1
383.0,370.0,185.0,70719,1
466.0,1424.0,0.0,55476,0
6.0,6.0,0.0,59784,0
43951.0,1068.0,362.7002473,42911,1
602.0,364.0,182.0,3967,1
5814.0,210.0,96.10915512,64622,0
88.0,94.0,0.0,18483,0
48985.0,1869.0,309.6409470000001,42369,3
88.0,94.0,0.0,19554,0
656.0,1556.0,898.3570189,43517,0
165.0,163.0,94.10809388,9616,0
88.0,94.0,0.0,17823,0
78.0,94.0,0.0,8558,0
64.0,79.0,0.0,13251,0
3152.0,1520.0,783.3800269999997,65974,0
13380.0,3069.0,517.8473276999998,32914,0
88.0,94.0,0.0,19199,0
102.0,112.0,0.0,21246,0
523.0,530.0,265.0,28949,2
384.0,48.0,0.0,528,0
43951.0,1069.0,362.8098077,42848,1
336.0,48.0,0.0,77518,0
138.0,119.0,0.0,29637,0
206.0,103.0,0.0,62802,0
254.0,127.0,0.0,74461,0
76.0,88.0,0.0,9500,0
383.0,370.0,185.0,70701,1
43951.0,1068.0,362.6624963,41699,1
102.0,112.0,0.0,27462,0
43906.0,1068.0,362.6447731,41683,1
602.0,364.0,182.0,10754,1
204.0,95.0,0.0,19291,0
602.0,364.0,182.0,3930,1
383.0,370.0,185.0,70680,1
364.0,179.0,0.0,24836,0
599.0,2021.0,1010.5,56348,2
64.0,79.0,0.0,13006,0
64.0,80.0,0.0,4204,0
64.0,79.0,0.0,8859,0
64.0,48.0,0.0,5574,0
384.0,48.0,0.0,77376,0
6.0,6.0,0.0,56514,0
64.0,48.0,0.0,78652,0
88.0,94.0,0.0,18685,0
172.0,163.0,94.10809388,1714,0
3228.0,1567.0,807.6505844999997,60135,0
336.0,48.0,0.0,366,0
102.0,112.0,0.0,19949,0
80.0,90.0,0.0,3447,0
48985.0,1869.0,309.62753169999996,42038,3
2944.0,289.0,0.0,45168,0
172.0,163.0,94.10809388,5841,0
46.0,98.0,0.0,1120,0
186.0,165.0,0.0,45853,0
64.0,79.0,0.0,13470,0
